TeamId,TeamName,SubmissionDate,Score
1555576,"Fish & Chips","2018-04-06 11:10:14",0.15098
1530017,"Jon Champion","2018-04-06 19:07:43",0.15748
1558202,CreativeMonk,"2018-04-07 06:49:16",0.26196
688530,"Javier Tejedor Aguilera","2018-04-08 06:32:24",0.13714
765412,dmatlock,"2018-04-09 15:38:22",0.11574
1555576,"Fish & Chips","2018-04-10 00:28:59",0.14626
1564018,"Mike DiPalma","2018-04-10 06:45:43",0.19084
1555576,"Fish & Chips","2018-04-10 16:40:37",0.13153
1499786,"Ruben Marques","2018-04-10 19:14:28",0.30761
1573632,whiCoder,"2018-04-12 07:05:11",0.16183
1573632,whiCoder,"2018-04-12 07:40:26",0.15949
1577681,Bemperson,"2018-04-13 02:12:28",0.29593
1577681,Bemperson,"2018-04-13 18:31:22",0.25083
1577681,Bemperson,"2018-04-14 00:17:40",0.20713
906424,MaratKhanbekov,"2018-04-14 06:22:15",1.12179
906424,MaratKhanbekov,"2018-04-14 09:05:07",0.12100
1555576,"Fish & Chips","2018-04-15 01:29:12",0.12860
1555576,"Fish & Chips","2018-04-15 01:54:44",0.12520
1588229,ShashankPrakash,"2018-04-15 13:05:37",0.19526
1585855,"Michael Wan","2018-04-16 15:09:34",0.16251
1585855,"Michael Wan","2018-04-16 15:54:01",0.14356
688530,"Javier Tejedor Aguilera","2018-04-17 11:27:48",0.12747
688530,"Javier Tejedor Aguilera","2018-04-19 05:42:11",0.12711
688530,"Javier Tejedor Aguilera","2018-04-19 15:23:40",0.12334
1564018,"Mike DiPalma","2018-04-19 17:57:54",0.12692
1588229,ShashankPrakash,"2018-04-21 16:22:46",0.15623
1564018,"Mike DiPalma","2018-04-23 15:07:32",0.11572
1588229,ShashankPrakash,"2018-04-23 20:09:40",0.13842
1564018,"Mike DiPalma","2018-04-26 05:52:37",0.11560
1585855,"Michael Wan","2018-04-26 15:18:11",0.13797
1585855,"Michael Wan","2018-04-26 16:26:25",0.13626
1585855,"Michael Wan","2018-04-26 16:32:42",0.13260
1623528,"Toshiaki Nakazawa","2018-04-27 07:20:45",6.72346
1585855,"Michael Wan","2018-04-27 16:16:13",0.13064
1623528,"Toshiaki Nakazawa","2018-04-27 23:05:11",0.32329
1620467,"Tony Busquets","2018-04-29 02:33:53",1.27228
1585855,"Michael Wan","2018-04-29 14:20:31",0.12564
1585855,"Michael Wan","2018-04-29 15:46:09",0.12063
1620467,"Tony Busquets","2018-04-30 00:39:05",0.22492
688530,"Javier Tejedor Aguilera","2018-05-01 12:14:20",0.12297
688530,"Javier Tejedor Aguilera","2018-05-01 13:08:40",0.12285
688530,"Javier Tejedor Aguilera","2018-05-01 13:32:11",0.12268
1653375,"Kazunori Kamahara","2018-05-04 19:21:07",0.23694
1653375,"Kazunori Kamahara","2018-05-04 20:24:16",0.13337
1585855,"Michael Wan","2018-05-06 12:22:02",0.11650
1585855,"Michael Wan","2018-05-08 15:04:04",0.11547
1585855,"Michael Wan","2018-05-08 15:07:28",0.11542
1585855,"Michael Wan","2018-05-08 15:23:43",0.11537
1585855,"Michael Wan","2018-05-08 15:30:19",0.11470
1585855,"Michael Wan","2018-05-10 13:19:13",0.11453
1691536,Mizubeat,"2018-05-16 06:00:58",0.40890
1577681,Bemperson,"2018-05-18 22:11:50",0.20692
1577681,Bemperson,"2018-05-18 22:21:13",0.20686
1667004,"Tseng Pin Chine","2018-05-20 12:42:29",0.20464
1708814,"[BSU] Tatsiana Polikarpova","2018-05-21 17:48:22",0.16008
1708814,"[BSU] Tatsiana Polikarpova","2018-05-21 19:27:47",0.15341
1708814,"[BSU] Tatsiana Polikarpova","2018-05-21 21:10:28",0.15159
1713195,"Chris Doucette","2018-05-22 21:59:04",0.19116
1713195,"Chris Doucette","2018-05-23 02:09:12",0.16324
1691536,Mizubeat,"2018-05-23 06:02:04",0.13391
1713195,"Chris Doucette","2018-05-23 12:30:40",0.15455
1713195,"Chris Doucette","2018-05-23 13:36:18",0.14203
1713195,"Chris Doucette","2018-05-23 14:11:15",0.14046
1577681,Bemperson,"2018-05-28 18:56:53",0.18389
1577681,Bemperson,"2018-05-30 10:54:13",0.18278
1667004,"Tseng Pin Chine","2018-05-31 13:21:39",0.17130
1124827,caowenjie,"2018-06-03 06:46:50",0.15497
1750727,"Edward Li","2018-06-04 09:17:35",0.11660
1124827,caowenjie,"2018-06-05 12:37:02",0.15494
1754352,Tom_Jerry,"2018-06-06 13:18:43",0.22801
1577681,Bemperson,"2018-06-09 23:16:14",0.16470
1754352,Tom_Jerry,"2018-06-11 13:02:44",0.21913
1754352,Tom_Jerry,"2018-06-11 13:08:02",0.21708
1754352,Tom_Jerry,"2018-06-11 13:16:41",0.14653
1577681,Bemperson,"2018-06-11 13:44:37",0.15956
1754352,Tom_Jerry,"2018-06-11 13:57:13",0.13664
1754352,Tom_Jerry,"2018-06-11 14:00:34",0.13391
1754352,Tom_Jerry,"2018-06-11 14:13:48",0.13372
1577681,Bemperson,"2018-06-14 01:30:10",0.15810
1577681,Bemperson,"2018-06-15 00:46:06",0.15688
1577681,Bemperson,"2018-06-15 02:11:12",0.13897
1282023,"Michal Juraszek","2018-06-23 22:38:28",1.37583
1577681,Bemperson,"2018-06-28 11:02:09",0.13727
1577681,Bemperson,"2018-06-29 02:50:49",0.12723
1678521,"Brad Jenkinson","2018-07-02 12:32:56",0.17765
1846099,harry100,"2018-07-04 10:07:37",0.20114
1846912,GregorioAiolfi,"2018-07-07 08:21:33",0.21735
1846912,GregorioAiolfi,"2018-07-07 09:10:16",0.21341
1846912,GregorioAiolfi,"2018-07-07 14:19:29",0.19981
1846912,GregorioAiolfi,"2018-07-07 14:34:55",0.16996
1846912,GregorioAiolfi,"2018-07-08 10:36:09",0.16771
1615877,"Alex Carballo","2018-07-09 16:07:08",0.17103
1843479,"Matthew McMilllian","2018-07-10 02:24:13",0.15765
1861734,"adnane B.A.T","2018-07-10 11:56:56",0.54712
4104702,"No team name","2018-07-11 09:43:50",0.11563
1870364,anoynms,"2018-07-12 13:10:30",0.23508
1751411,"Jan Nordin","2018-07-14 10:15:26",0.52831
1846912,GregorioAiolfi,"2018-07-14 13:23:43",0.15700
1846912,GregorioAiolfi,"2018-07-14 13:30:53",0.14645
1846912,GregorioAiolfi,"2018-07-15 13:45:30",0.13660
1883728,"Annavarapu Chinni Srikar","2018-07-16 17:22:00",0.11533
1843479,"Matthew McMilllian","2018-07-17 02:11:21",0.15549
1411352,"Arunkumar Ramanan","2018-07-21 16:28:30",0.10985
1902871,gokulakrishnan,"2018-07-24 12:44:55",0.15301
1751411,"Jan Nordin","2018-07-24 15:11:54",0.47917
1751411,"Jan Nordin","2018-07-24 15:47:15",0.46941
1814779,"Joshua Martinez","2018-07-25 22:00:28",0.19957
1814779,"Joshua Martinez","2018-07-26 06:58:54",0.19221
1934931,"Nahim Alves de Souza","2018-07-30 19:51:50",0.20579
1814779,"Joshua Martinez","2018-07-30 23:23:46",0.19055
1814779,"Joshua Martinez","2018-07-31 06:18:36",0.18601
1849083,"Akash Saxena","2018-07-31 14:15:15",0.17274
1849083,"Akash Saxena","2018-07-31 14:39:29",0.16970
1849083,"Akash Saxena","2018-07-31 14:48:52",0.16191
1849083,"Akash Saxena","2018-07-31 15:16:10",0.16189
1849083,"Akash Saxena","2018-07-31 16:20:21",0.14910
1751411,"Jan Nordin","2018-07-31 17:26:34",0.18064
1282023,"Michal Juraszek","2018-08-01 21:30:11",0.15355
1953719,"Sani Kamal","2018-08-03 19:53:33",0.20019
1934931,"Nahim Alves de Souza","2018-08-06 19:11:48",0.14191
1965318,"Sergei Nikonov","2018-08-07 16:00:13",0.13924
1751411,"Jan Nordin","2018-08-07 16:23:56",0.14217
1751411,"Jan Nordin","2018-08-07 17:06:21",0.13992
1965318,"Sergei Nikonov","2018-08-10 15:46:21",0.13135
1957989,"Yongho Kim","2018-08-12 02:31:28",0.70750
1957989,"Yongho Kim","2018-08-12 02:44:50",0.14127
1957989,"Yongho Kim","2018-08-12 12:50:52",0.12539
1983664,ecyor,"2018-08-13 14:55:46",0.13367
1957989,"Yongho Kim","2018-08-13 15:33:44",0.11587
1983664,ecyor,"2018-08-13 17:47:06",0.12179
1983664,ecyor,"2018-08-14 09:34:23",0.11593
1957989,"Yongho Kim","2018-08-15 14:35:06",0.11587
1957989,"Yongho Kim","2018-08-15 14:44:00",0.11544
1965318,"Sergei Nikonov","2018-08-15 17:36:22",0.12958
1983664,ecyor,"2018-08-18 08:10:36",0.11575
1983664,ecyor,"2018-08-18 08:11:37",0.11562
2006341,JonZhao,"2018-08-21 01:21:25",0.19424
2006341,JonZhao,"2018-08-21 02:43:53",0.19409
2006341,JonZhao,"2018-08-21 04:34:04",0.18445
2006341,JonZhao,"2018-08-21 04:47:51",0.17827
883410,maxpayne10,"2018-08-21 12:39:41",0.14486
883410,maxpayne10,"2018-08-21 13:17:55",0.13957
883410,maxpayne10,"2018-08-22 10:18:34",0.13886
883410,maxpayne10,"2018-08-22 10:29:08",0.13830
2007829,AI-sky,"2018-08-25 17:07:36",9.45393
2007829,AI-sky,"2018-08-25 17:31:26",0.11600
2007829,AI-sky,"2018-08-25 17:33:34",0.11600
2021735,xiaoniuniu123,"2018-08-26 08:02:41",0.12798
2007829,AI-sky,"2018-08-26 09:40:01",0.11598
2007829,AI-sky,"2018-08-26 10:43:46",0.11577
2019185,"Tran Nam","2018-08-27 13:09:23",0.15717
2019185,"Tran Nam","2018-08-27 13:49:20",0.14759
2019185,"Tran Nam","2018-08-27 13:52:53",0.12907
1702510,kagglekickstarters,"2018-08-27 13:56:30",0.19674
2028629,HYXTRY,"2018-08-28 13:24:46",0.19121
546808,takenotabi,"2018-08-29 06:08:13",0.11482
1965318,"Sergei Nikonov","2018-08-29 14:30:16",0.12266
2028629,HYXTRY,"2018-08-29 15:51:35",0.15075
2028629,HYXTRY,"2018-08-29 16:19:01",0.14406
2028629,HYXTRY,"2018-08-29 16:55:29",0.14375
2028629,HYXTRY,"2018-08-29 17:07:41",0.11765
2034530,"Chih-Li Sung","2018-08-30 02:37:08",0.19833
2034530,"Chih-Li Sung","2018-08-30 02:45:13",0.14842
883410,maxpayne10,"2018-08-30 13:33:10",0.13777
883410,maxpayne10,"2018-08-31 08:15:57",0.13406
883410,maxpayne10,"2018-08-31 09:09:22",0.13277
883410,maxpayne10,"2018-08-31 09:57:39",0.13081
883410,maxpayne10,"2018-08-31 10:28:38",0.13065
883410,maxpayne10,"2018-08-31 11:55:10",0.12973
2046231,"Mirhayot Yunusov","2018-09-01 06:48:39",0.19313
1678521,"Brad Jenkinson","2018-09-02 11:23:05",0.13308
2028372,"Team Pazuzu","2018-09-03 21:58:29",0.18041
1754352,Tom_Jerry,"2018-09-04 19:05:28",0.13179
1754352,Tom_Jerry,"2018-09-04 19:10:43",0.13179
535728,"Andrii Bereznikov","2018-09-04 20:16:48",0.17419
2028629,HYXTRY,"2018-09-05 07:06:35",0.11733
2028629,HYXTRY,"2018-09-05 07:11:24",0.11632
1754352,Tom_Jerry,"2018-09-05 10:16:45",0.13179
1754352,Tom_Jerry,"2018-09-05 10:48:36",0.13140
1754352,Tom_Jerry,"2018-09-05 10:52:18",0.13030
2060114,"Sarvesh Kumar","2018-09-05 13:11:53",0.13808
1754352,Tom_Jerry,"2018-09-05 16:26:21",0.12879
1754352,Tom_Jerry,"2018-09-05 17:37:24",0.12764
535728,"Andrii Bereznikov","2018-09-05 17:59:38",0.16454
1640812,bnikita,"2018-09-06 07:37:43",0.22410
1754352,Tom_Jerry,"2018-09-06 09:33:08",0.12669
1640812,bnikita,"2018-09-06 11:11:17",0.22410
1640812,bnikita,"2018-09-06 13:30:13",0.22364
883410,maxpayne10,"2018-09-07 07:47:06",0.12905
883410,maxpayne10,"2018-09-07 08:00:44",0.12866
888317,"Aldo Franco","2018-09-07 22:52:23",0.14886
888317,"Aldo Franco","2018-09-07 23:50:20",0.13731
888317,"Aldo Franco","2018-09-08 00:10:37",0.13514
535728,"Andrii Bereznikov","2018-09-08 08:20:25",0.15463
2028629,HYXTRY,"2018-09-08 15:09:39",0.11632
1889995,bingui,"2018-09-09 01:17:50",0.12946
535728,"Andrii Bereznikov","2018-09-09 10:00:00",0.15369
1591744,"Pravin Kumar","2018-09-09 15:08:58",0.13803
1889995,bingui,"2018-09-10 16:27:27",0.12368
2028629,HYXTRY,"2018-09-11 01:10:02",0.11523
2028629,HYXTRY,"2018-09-11 01:33:11",0.11510
2028629,HYXTRY,"2018-09-11 01:37:26",0.11502
2028629,HYXTRY,"2018-09-11 02:02:00",0.11488
2028629,HYXTRY,"2018-09-11 02:04:51",0.11465
1702510,kagglekickstarters,"2018-09-13 05:37:09",0.19181
1640812,bnikita,"2018-09-13 10:19:53",0.15634
1640812,bnikita,"2018-09-13 10:25:39",0.13935
1640812,bnikita,"2018-09-13 10:39:33",0.13402
2006154,williamtsunobrasil,"2018-09-13 21:11:09",9.45386
2090461,"Yann Rinkel","2018-09-13 21:19:51",0.13434
